id,margin,n_labels,goal1_id,goal1_label,goal1_score,goal2_id,goal2_label,goal2_score
31591,0.055869,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.671654,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.615785
31592,0.05378,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.667882,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.614102
31593,0.053141,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.668578,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.615437
31594,0.059612,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.680062,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.62045
31595,0.043504,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.671528,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.628024
31596,0.046395,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.685161,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.638767
31597,0.053677,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.670131,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.616454
31598,0.049334,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.680994,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.63166
31599,0.043906,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.672608,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.628702
31600,0.052361,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.681175,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.628815
31601,0.041081,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.673003,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.631922
31602,0.041606,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.673125,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.631519
31603,0.047819,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.683399,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.635579
31604,0.031379,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.676288,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.64491
31605,0.032887,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.689308,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.656421
31606,0.03637,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.668898,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.632528
31607,0.041054,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.67484,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.633786
31608,0.028458,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.687476,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.659018
31609,0.002006,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.659912,G3_biodiversity_interactions,How different components of biodiversity interact,0.657907
31610,0.029108,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.676676,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.647568
31612,0.011628,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.559217,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.547589
31613,0.006137,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.610295,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.604158
31614,0.01004,2,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.598639,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.588599
31615,0.011533,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.562823,G3_biodiversity_interactions,How different components of biodiversity interact,0.55129
31616,0.004917,2,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.569124,G3_biodiversity_interactions,How different components of biodiversity interact,0.564207
31617,0.009854,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.419328,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.409474
31621,0.016878,2,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.608181,G3_biodiversity_interactions,How different components of biodiversity interact,0.591303
31622,0.022928,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.610772,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.587844
31623,0.037324,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.64954,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.612216
31624,0.028566,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.609909,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.581343
31625,0.036067,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.646742,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.610675
31627,0.023638,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.593818,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.570181
31629,0.046655,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.492146,G3_biodiversity_interactions,How different components of biodiversity interact,0.445491
31630,0.051932,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.484463,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.432531
31631,0.004268,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.505166,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.500897
31633,0.006865,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.498721,G3_biodiversity_interactions,How different components of biodiversity interact,0.491856
31634,0.043988,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.517247,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.473259
31635,0.074529,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.5337,G3_biodiversity_interactions,How different components of biodiversity interact,0.459171
31637,0.04277,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.516741,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.473971
31638,0.038487,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.545604,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.507116
31639,0.043444,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.512449,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.469005
31642,0.02652,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.545887,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.519367
31644,0.010199,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.568254,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.558056
31645,0.024805,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.579669,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.554864
31646,0.013383,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.546396,G3_biodiversity_interactions,How different components of biodiversity interact,0.533012
31647,0.038389,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.489952,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.451563
31648,0.013359,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.489958,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.476599
31651,0.005932,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.469936,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.464004
31652,0.007944,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.546394,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.538451
31653,0.005404,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.479605,G3_biodiversity_interactions,How different components of biodiversity interact,0.474202
31654,0.018536,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.607264,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.588728
31655,0.025645,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.579549,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.553904
31659,0.009357,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.527289,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.517932
31661,0.025736,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.555125,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.529389
31662,0.029035,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.588844,G3_biodiversity_interactions,How different components of biodiversity interact,0.559809
31663,0.030202,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.460609,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.430407
31664,0.018843,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.486895,G3_biodiversity_interactions,How different components of biodiversity interact,0.468052
31665,0.005002,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.504883,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.499881
31666,0.013033,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.502831,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.489798
31667,0.006991,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.52168,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.514689
31668,0.002492,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.506896,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.504405
31669,0.000314,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.483894,G3_biodiversity_interactions,How different components of biodiversity interact,0.483581
31670,0.014363,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.493308,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.478945
31671,0.006132,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.480593,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.474461
31673,0.029992,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.56744,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.537448
31674,0.031845,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.562586,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.530741
31675,0.031026,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.553287,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.522261
31676,0.013888,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.555521,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.541633
31678,0.018404,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.583618,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.565214
31679,0.016935,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.570107,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.553173
31682,0.023301,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.554326,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.531025
31683,0.010046,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.478648,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.468602
31684,0.027683,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.59556,G3_biodiversity_interactions,How different components of biodiversity interact,0.567876
31685,0.026395,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.600397,G3_biodiversity_interactions,How different components of biodiversity interact,0.574002
31686,0.004429,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.510922,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.506494
31687,0.013608,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.526749,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.51314
31688,0.014298,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.492129,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.477831
31689,0.011044,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.531911,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.520867
31690,0.001359,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.498426,G3_biodiversity_interactions,How different components of biodiversity interact,0.497068
31692,0.000482,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.603955,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.603473
31695,0.003356,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.568566,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.565211
31698,0.012051,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.573511,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.56146
31699,0.008826,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.529186,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.520361
31700,0.034875,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.568153,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.533278
31701,0.038143,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.553762,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.515619
31702,0.040349,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.562008,G3_biodiversity_interactions,How different components of biodiversity interact,0.521659
31703,0.05827,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.530583,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.472313
31704,0.026939,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.399874,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.372934
31706,0.032304,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.538817,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.506513
31707,0.003908,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.522166,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.518259
31710,0.000715,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.511914,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.511199
31712,0.017251,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.537967,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.520716
31714,0.000779,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.530098,G3_biodiversity_interactions,How different components of biodiversity interact,0.529319
31715,0.025325,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.607348,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.582024
31716,0.025562,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.482419,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.456857
31718,0.034588,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.446584,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.411996
31721,0.034245,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.551847,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.517602
31725,0.040838,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.555751,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.514913
31726,0.007984,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.537325,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.52934
31727,0.008497,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.53032,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.521823
31728,0.003981,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.59868,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.594699
31729,0.02205,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.574498,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.552448
31730,0.041306,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.594353,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.553047
31731,0.031138,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.608399,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.577261
31733,0.055036,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.503512,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.448476
31734,0.034138,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.564289,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.530151
31735,0.049605,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.513121,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.463516
31736,0.056855,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.575411,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.518555
31737,0.070778,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.526927,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.456149
31738,0.073137,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.649025,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.575887
31739,0.035363,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.514094,G3_biodiversity_interactions,How different components of biodiversity interact,0.478731
31740,0.016899,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.593259,G3_biodiversity_interactions,How different components of biodiversity interact,0.57636
31743,0.019695,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.556208,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.536512
31744,0.017053,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.557246,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.540192
31747,0.009287,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.546938,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.537651
31760,0.021992,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.457678,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.435687
31762,0.053999,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.480447,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.426448
31765,0.006338,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.421737,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.415399
31766,0.038827,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.473094,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.434267
31767,0.028122,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.568299,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.540177
31772,0.073304,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.56575,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.492445
31773,0.043058,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.542879,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.499822
31774,0.041027,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.451907,G3_biodiversity_interactions,How different components of biodiversity interact,0.41088
31779,0.023491,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.536763,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.513272
31780,0.024102,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.561121,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.537019
31781,0.03434,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.560598,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.526258
31782,0.023391,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.542696,G3_biodiversity_interactions,How different components of biodiversity interact,0.519306
31783,0.019705,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.541498,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.521793
31784,0.021239,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.548544,G3_biodiversity_interactions,How different components of biodiversity interact,0.527305
31785,0.041107,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.569265,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.528157
31790,0.002502,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.475311,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.472809
31791,0.016609,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.551933,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.535324
31794,8.4e-05,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.59464,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.594556
31796,0.004136,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.546928,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.542792
31798,0.022881,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.537413,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.514532
31800,0.002002,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.488011,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.486008
31801,0.006854,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.495551,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.488697
31805,0.001522,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.513645,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.512123
31807,0.022356,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.535314,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.512958
31808,0.016494,2,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.515231,G3_biodiversity_interactions,How different components of biodiversity interact,0.498736
31809,0.00222,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.472498,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.470279
31810,0.006418,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.476976,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.470558
31811,0.005713,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.491524,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.485811
31812,0.012008,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.499802,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.487795
31813,0.017806,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.516903,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.499096
31814,0.01739,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.474434,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.457044
31815,0.02661,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.515057,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.488447
31816,0.014284,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.542793,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.528509
31817,0.000708,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.446212,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.445503
31818,0.037884,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.582166,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.544282
31826,0.001285,2,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.526405,G3_biodiversity_interactions,How different components of biodiversity interact,0.52512
31827,0.022873,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.476691,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.453818
31828,0.012227,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.457305,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.445078
31829,0.028293,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.488901,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.460608
31830,0.013608,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.576642,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.563034
31831,0.01691,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.44713,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.43022
31832,0.001864,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.560841,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.558977
31834,0.015057,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.529741,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.514684
31836,0.06152,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.594134,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.532614
31837,0.008787,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.503171,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.494385
31838,0.022595,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.574495,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.5519
31839,0.026949,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.583281,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.556331
31840,0.021906,2,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.543004,G3_biodiversity_interactions,How different components of biodiversity interact,0.521098
31841,0.03376,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.461684,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.427924
31842,0.005923,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.596771,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.590847
31846,0.011718,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.569246,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.557528
31850,0.01677,2,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.563905,G3_biodiversity_interactions,How different components of biodiversity interact,0.547135
31851,0.007574,2,G3_biodiversity_interactions,How different components of biodiversity interact,0.543477,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.535903
31852,0.008911,2,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.577292,G3_biodiversity_interactions,How different components of biodiversity interact,0.568381
