id,goal1_id,goal1_label,goal1_score
31856,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.518393
31857,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.577423
31858,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.593232
31862,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.571936
31863,,,0.0
31864,G3_biodiversity_interactions,How different components of biodiversity interact,0.520477
31865,G3_biodiversity_interactions,How different components of biodiversity interact,0.505183
31866,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.516266
31868,,,0.0
31869,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.585989
31870,,,0.0
31871,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.509757
31872,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.604372
31873,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.612027
31874,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.612252
31875,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.506985
31876,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.600149
31877,,,0.0
31878,G3_biodiversity_interactions,How different components of biodiversity interact,0.501393
31879,,,0.0
31880,,,0.0
31883,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.610995
31884,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.610826
31886,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.532394
31887,G3_biodiversity_interactions,How different components of biodiversity interact,0.513264
31888,,,0.0
31889,,,0.0
31890,,,0.0
31891,G3_biodiversity_interactions,How different components of biodiversity interact,0.5079
31892,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.589958
31893,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.61316
31894,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.567888
31895,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.630415
31896,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.646666
31897,,,0.0
31901,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.523146
31903,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.495164
31909,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.591404
31910,G3_biodiversity_interactions,How different components of biodiversity interact,0.51687
31913,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.533449
31914,,,0.0
31915,G3_biodiversity_interactions,How different components of biodiversity interact,0.513189
31916,G3_biodiversity_interactions,How different components of biodiversity interact,0.503332
31921,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.652762
31922,,,0.0
31923,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.586513
31924,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.657699
31925,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.646782
31926,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.647701
31927,G3_biodiversity_interactions,How different components of biodiversity interact,0.599197
31928,,,0.0
31929,G3_biodiversity_interactions,How different components of biodiversity interact,0.534327
31930,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.5579
31931,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.521607
31932,,,0.0
31933,,,0.0
31934,G3_biodiversity_interactions,How different components of biodiversity interact,0.529574
31935,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.605664
31936,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.5064
31937,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.501456
31938,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.534307
31939,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.599489
31942,G3_biodiversity_interactions,How different components of biodiversity interact,0.587789
31943,G3_biodiversity_interactions,How different components of biodiversity interact,0.56912
31944,G3_biodiversity_interactions,How different components of biodiversity interact,0.563211
31945,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.595254
31946,G3_biodiversity_interactions,How different components of biodiversity interact,0.607898
31947,G3_biodiversity_interactions,How different components of biodiversity interact,0.504702
31948,G3_biodiversity_interactions,How different components of biodiversity interact,0.504396
31949,G3_biodiversity_interactions,How different components of biodiversity interact,0.506709
31950,G3_biodiversity_interactions,How different components of biodiversity interact,0.504299
31951,G3_biodiversity_interactions,How different components of biodiversity interact,0.503987
31952,G3_biodiversity_interactions,How different components of biodiversity interact,0.504772
31953,G3_biodiversity_interactions,How different components of biodiversity interact,0.506543
31954,G3_biodiversity_interactions,How different components of biodiversity interact,0.510191
31955,G3_biodiversity_interactions,How different components of biodiversity interact,0.506605
31956,G3_biodiversity_interactions,How different components of biodiversity interact,0.506218
31957,G3_biodiversity_interactions,How different components of biodiversity interact,0.497594
31958,G3_biodiversity_interactions,How different components of biodiversity interact,0.494742
31959,G3_biodiversity_interactions,How different components of biodiversity interact,0.495826
31960,G3_biodiversity_interactions,How different components of biodiversity interact,0.629725
31961,G3_biodiversity_interactions,How different components of biodiversity interact,0.642121
31962,G3_biodiversity_interactions,How different components of biodiversity interact,0.559851
31963,,,0.0
31964,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.549432
31965,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.537837
31966,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.534664
31967,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.615746
31968,,,0.0
31970,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.58114
31971,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.505461
31972,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.559341
31973,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.562686
31974,G3_biodiversity_interactions,How different components of biodiversity interact,0.541804
31975,G3_biodiversity_interactions,How different components of biodiversity interact,0.551035
31976,G3_biodiversity_interactions,How different components of biodiversity interact,0.503809
31977,,,0.0
31982,G3_biodiversity_interactions,How different components of biodiversity interact,0.495626
31983,G3_biodiversity_interactions,How different components of biodiversity interact,0.501056
31986,,,0.0
31991,,,0.0
31996,,,0.0
31998,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.547403
32005,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.542025
32006,G3_biodiversity_interactions,How different components of biodiversity interact,0.540314
32008,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.626925
32013,G3_biodiversity_interactions,How different components of biodiversity interact,0.563404
32014,G3_biodiversity_interactions,How different components of biodiversity interact,0.576857
32015,,,0.0
32019,,,0.0
32020,,,0.0
32022,,,0.0
32023,,,0.0
32024,G3_biodiversity_interactions,How different components of biodiversity interact,0.548998
32025,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.552258
32027,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.561403
32028,G3_biodiversity_interactions,How different components of biodiversity interact,0.574538
32030,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.590409
32032,,,0.0
32033,G3_biodiversity_interactions,How different components of biodiversity interact,0.517353
32034,,,0.0
32035,,,0.0
32036,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.593767
32037,,,0.0
32038,,,0.0
32039,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.548406
32040,G3_biodiversity_interactions,How different components of biodiversity interact,0.523
32041,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.506085
32042,,,0.0
32043,G3_biodiversity_interactions,How different components of biodiversity interact,0.533306
32044,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.51757
32045,G3_biodiversity_interactions,How different components of biodiversity interact,0.528645
32046,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.514832
32047,,,0.0
32048,,,0.0
32052,G3_biodiversity_interactions,How different components of biodiversity interact,0.57028
32057,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.622613
32058,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.525277
32059,G3_biodiversity_interactions,How different components of biodiversity interact,0.628524
32060,G3_biodiversity_interactions,How different components of biodiversity interact,0.628389
32061,G3_biodiversity_interactions,How different components of biodiversity interact,0.632144
32062,G3_biodiversity_interactions,How different components of biodiversity interact,0.628598
32063,G3_biodiversity_interactions,How different components of biodiversity interact,0.622329
32064,G3_biodiversity_interactions,How different components of biodiversity interact,0.627015
32065,G3_biodiversity_interactions,How different components of biodiversity interact,0.627202
32066,G3_biodiversity_interactions,How different components of biodiversity interact,0.631043
32067,G3_biodiversity_interactions,How different components of biodiversity interact,0.627002
32068,G3_biodiversity_interactions,How different components of biodiversity interact,0.621942
32069,G3_biodiversity_interactions,How different components of biodiversity interact,0.638464
32072,G3_biodiversity_interactions,How different components of biodiversity interact,0.502723
32074,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.544458
32082,G3_biodiversity_interactions,How different components of biodiversity interact,0.554506
32084,,,0.0
32085,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.513717
32086,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.504344
32087,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.597757
32093,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.626113
32094,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.600414
32095,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.598537
32096,G3_biodiversity_interactions,How different components of biodiversity interact,0.56677
32097,G3_biodiversity_interactions,How different components of biodiversity interact,0.549803
32098,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.578843
32099,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.534686
32100,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.551828
32101,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.5337
32102,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.543844
32107,G3_biodiversity_interactions,How different components of biodiversity interact,0.551102
32109,G3_biodiversity_interactions,How different components of biodiversity interact,0.519773
32111,G3_biodiversity_interactions,How different components of biodiversity interact,0.51453
32112,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.534879
32113,G3_biodiversity_interactions,How different components of biodiversity interact,0.519625
32114,G3_biodiversity_interactions,How different components of biodiversity interact,0.550553
32116,,,0.0
32117,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.589216
32118,,,0.0
32119,,,0.0
32121,G3_biodiversity_interactions,How different components of biodiversity interact,0.541646
32122,G3_biodiversity_interactions,How different components of biodiversity interact,0.51736
32124,,,0.0
32131,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.499767
32132,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.53386
32133,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.550856
32136,,,0.0
32138,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.6279
32142,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.535534
32145,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.524678
32147,,,0.0
32150,,,0.0
32151,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.52718
32152,G3_biodiversity_interactions,How different components of biodiversity interact,0.544259
32155,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.538429
32156,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.575269
32157,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.592217
32159,G3_biodiversity_interactions,How different components of biodiversity interact,0.499258
32160,,,0.0
32161,,,0.0
32162,,,0.0
32163,,,0.0
32164,,,0.0
32165,,,0.0
32166,,,0.0
32167,,,0.0
32168,,,0.0
32169,,,0.0
32170,,,0.0
30000,G3_biodiversity_interactions,How different components of biodiversity interact,0.593774
30001,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.703741
30002,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.570361
30003,G3_biodiversity_interactions,How different components of biodiversity interact,0.647709
30004,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.562803
30005,G3_biodiversity_interactions,How different components of biodiversity interact,0.542583
30006,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.649455
30007,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.581032
30008,G3_biodiversity_interactions,How different components of biodiversity interact,0.584487
30009,G3_biodiversity_interactions,How different components of biodiversity interact,0.507701
30010,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.581665
30011,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.491961
30012,,,0.0
30013,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.623106
30014,G3_biodiversity_interactions,How different components of biodiversity interact,0.593113
30015,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.590981
30016,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.510006
30017,,,0.0
30018,,,0.0
30019,G3_biodiversity_interactions,How different components of biodiversity interact,0.504253
30020,,,0.0
30021,G3_biodiversity_interactions,How different components of biodiversity interact,0.524044
30022,,,0.0
30023,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.535937
30024,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.52933
30025,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.632621
30026,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.638405
30027,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.556418
30028,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.648954
30029,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.55375
30030,,,0.0
30031,,,0.0
30032,,,0.0
30033,G3_biodiversity_interactions,How different components of biodiversity interact,0.493877
30034,G3_biodiversity_interactions,How different components of biodiversity interact,0.607645
30035,G3_biodiversity_interactions,How different components of biodiversity interact,0.506846
30036,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.670985
30037,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.581968
30038,,,0.0
30039,,,0.0
30040,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.655075
30041,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.509883
30042,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.544302
30043,,,0.0
30044,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.502324
30045,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.521773
30046,,,0.0
30047,,,0.0
30048,G3_biodiversity_interactions,How different components of biodiversity interact,0.537366
30049,,,0.0
30050,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.534186
30051,G3_biodiversity_interactions,How different components of biodiversity interact,0.515366
30052,G3_biodiversity_interactions,How different components of biodiversity interact,0.567512
30053,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.670816
30054,G3_biodiversity_interactions,How different components of biodiversity interact,0.524208
30055,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.593209
30056,G3_biodiversity_interactions,How different components of biodiversity interact,0.530343
30057,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.646097
30058,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.706469
30059,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.689663
30060,,,0.0
30061,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.549285
30062,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.617741
30063,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.638632
30064,,,0.0
30065,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.631315
30066,,,0.0
30067,,,0.0
30068,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.515749
30069,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.622932
30070,G3_biodiversity_interactions,How different components of biodiversity interact,0.646173
30071,,,0.0
30072,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.684756
30073,,,0.0
30074,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.604827
30075,G3_biodiversity_interactions,How different components of biodiversity interact,0.52547
30076,G3_biodiversity_interactions,How different components of biodiversity interact,0.539725
30077,G3_biodiversity_interactions,How different components of biodiversity interact,0.558998
30078,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.498966
30079,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.71884
30080,G3_biodiversity_interactions,How different components of biodiversity interact,0.588091
30081,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.541063
30082,G3_biodiversity_interactions,How different components of biodiversity interact,0.535647
30083,,,0.0
30084,G3_biodiversity_interactions,How different components of biodiversity interact,0.647104
30085,,,0.0
30086,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.522545
30087,,,0.0
30088,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.586654
30089,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.621127
30090,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.579822
30091,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.536041
30092,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.575021
30093,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.595941
30094,G3_biodiversity_interactions,How different components of biodiversity interact,0.603512
30095,,,0.0
30096,,,0.0
30097,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.567529
30098,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.661157
30099,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.664161
30100,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.547145
30101,G3_biodiversity_interactions,How different components of biodiversity interact,0.623592
30102,,,0.0
30103,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.61318
30104,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.585223
30105,G3_biodiversity_interactions,How different components of biodiversity interact,0.565677
30106,G3_biodiversity_interactions,How different components of biodiversity interact,0.516306
30107,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.580053
30108,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.53413
30109,,,0.0
30110,G3_biodiversity_interactions,How different components of biodiversity interact,0.547389
30111,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.642748
30112,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.631473
30113,G3_biodiversity_interactions,How different components of biodiversity interact,0.563789
30114,G3_biodiversity_interactions,How different components of biodiversity interact,0.653337
30115,G3_biodiversity_interactions,How different components of biodiversity interact,0.640384
30116,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.63121
30117,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.516718
30118,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.610716
30119,G3_biodiversity_interactions,How different components of biodiversity interact,0.524422
30120,,,0.0
30121,G3_biodiversity_interactions,How different components of biodiversity interact,0.515389
30122,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.65992
30123,,,0.0
30124,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.626165
30125,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.610126
30126,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.569526
30127,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.675245
30128,,,0.0
30129,,,0.0
30130,,,0.0
30131,,,0.0
30132,G3_biodiversity_interactions,How different components of biodiversity interact,0.50118
30133,G3_biodiversity_interactions,How different components of biodiversity interact,0.545012
30134,G3_biodiversity_interactions,How different components of biodiversity interact,0.534587
30135,G3_biodiversity_interactions,How different components of biodiversity interact,0.563284
30136,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.595517
30137,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.574316
30138,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.610361
30139,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.581359
30140,G3_biodiversity_interactions,How different components of biodiversity interact,0.519422
30141,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.614406
30142,G3_biodiversity_interactions,How different components of biodiversity interact,0.537037
30143,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.637328
30144,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.639126
30145,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.58997
30146,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.613817
30147,G3_biodiversity_interactions,How different components of biodiversity interact,0.571303
30148,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.632498
30149,,,0.0
30150,,,0.0
30151,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.657919
30152,G3_biodiversity_interactions,How different components of biodiversity interact,0.500944
30153,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.602737
30154,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.570997
30155,G3_biodiversity_interactions,How different components of biodiversity interact,0.618537
30156,,,0.0
30157,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.663539
30158,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.595944
30159,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.503656
30160,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.562281
30161,G3_biodiversity_interactions,How different components of biodiversity interact,0.615563
30162,,,0.0
30163,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.528874
30164,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.619695
30165,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.590203
30166,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.561123
30167,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.615344
30168,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.565186
30169,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.627329
30170,G3_biodiversity_interactions,How different components of biodiversity interact,0.533301
30171,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.587929
30172,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.754406
30173,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.516322
30174,,,0.0
30175,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.723737
30176,G3_biodiversity_interactions,How different components of biodiversity interact,0.494099
30177,G3_biodiversity_interactions,How different components of biodiversity interact,0.570456
30178,,,0.0
30179,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.564655
30180,G3_biodiversity_interactions,How different components of biodiversity interact,0.571532
30181,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.549528
30182,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.513912
30183,G3_biodiversity_interactions,How different components of biodiversity interact,0.620713
30184,G3_biodiversity_interactions,How different components of biodiversity interact,0.569584
30185,G3_biodiversity_interactions,How different components of biodiversity interact,0.632645
30186,,,0.0
30187,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.550262
30188,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.578397
30189,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.593972
30190,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.624766
30191,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.591978
30192,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.618403
30193,G3_biodiversity_interactions,How different components of biodiversity interact,0.513084
30194,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.607557
30195,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.679419
30196,G3_biodiversity_interactions,How different components of biodiversity interact,0.497627
30197,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.508292
30198,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.599308
30199,G3_biodiversity_interactions,How different components of biodiversity interact,0.668027
30200,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.585021
30201,G3_biodiversity_interactions,How different components of biodiversity interact,0.542128
30202,G3_biodiversity_interactions,How different components of biodiversity interact,0.523618
30203,G3_biodiversity_interactions,How different components of biodiversity interact,0.633064
30204,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.526605
30205,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.660547
30206,G3_biodiversity_interactions,How different components of biodiversity interact,0.540591
30207,G3_biodiversity_interactions,How different components of biodiversity interact,0.63429
30208,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.71021
30209,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.613621
30210,G3_biodiversity_interactions,How different components of biodiversity interact,0.508986
30211,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.592238
30212,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.659372
30213,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.512487
30214,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.54332
30215,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.645551
30216,G3_biodiversity_interactions,How different components of biodiversity interact,0.653658
30217,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.653613
30218,G3_biodiversity_interactions,How different components of biodiversity interact,0.583701
30219,G3_biodiversity_interactions,How different components of biodiversity interact,0.560831
30220,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.499833
30221,G3_biodiversity_interactions,How different components of biodiversity interact,0.508552
30222,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.614287
30223,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.573869
30224,,,0.0
30225,G3_biodiversity_interactions,How different components of biodiversity interact,0.518367
30226,G3_biodiversity_interactions,How different components of biodiversity interact,0.593265
30227,G3_biodiversity_interactions,How different components of biodiversity interact,0.619838
